"Ad group state","Ad group ID"
paused,30305402437
paused,30305399077
paused,30305398597
paused,30305417317
paused,30305416957
paused,30305416477
paused,30305416117
paused,30305415997
paused,30305397997
paused,30305397157
paused,30305397037
paused,30305396077
paused,30305395837
active,30305394037
active,30305392477
paused,30305392357
paused,30305426317
paused,30305426077
paused,30305425837
paused,30305425237
paused,30305423677
paused,30305423317
active,30305391157
paused,30305390797
active,30305426197
paused,30305425717
paused,30305425477
paused,30305424997
paused,30305424757
paused,30305424517
paused,30305424397
paused,30305424277
paused,30305420317
paused,30305419597
paused,30305412517
paused,30305412157
paused,30305412037
active,30305408317
paused,30305408197
paused,30305407957
paused,30305386357
paused,30305439637
paused,30305439277
paused,30305438077
paused,30305437957
paused,30305423197
paused,30305422717
paused,30305422357
paused,30305421277
paused,30305420797
paused,30305420677
paused,30305420077
paused,30305419717
paused,30305419117
paused,30305413717
paused,30305410597
paused,30305410237
paused,30305409997
active,30305409397
paused,30305409277
paused,30305409037
active,30305408557
paused,30305385757
paused,30305385637
paused,30305437357
active,30305437237
paused,30305435557
paused,30305435437
paused,30305435077
paused,30305434477
paused,30305434237
paused,30305381797
paused,30305418157
paused,30305414677
paused,30305432917
paused,30305379637
paused,30305406637
active,30305386957
paused,30305387317
paused,30305384317
paused,30305404837
active,30305381917
active,30305380597
paused,30305394277
paused,30305406037
active,30305401117
paused,30305430757
paused,30305431117
paused,30305422597
paused,30305423797
paused,30305424157
paused,30305428837
paused,30305427757
paused,30305428117
paused,30305425597
paused,30305422117
paused,30305420917
active,30305419837
paused,30305434597
active,30305438677
paused,30305428717
paused,30305437837
paused,30305436157
active,30305435317
active,30305411197
paused,30305410477
paused,30305406997
paused,30305399437
paused,30305405797
paused,30305434357
paused,30305433997
paused,30305433757
paused,30305429317
paused,30305428957
paused,30305400877
paused,30305426917
paused,30305400517
paused,30305399797
paused,30305395717
paused,30305393317
paused,30305391757
paused,30305432077
paused,30305431237
paused,30305429677
paused,30305429077
paused,30305428597
paused,30305428477
active,30305428357
active,30305427637
paused,30305427397
paused,30305426557
paused,30305400277
paused,30305414797
paused,30305397877
paused,30305410117
paused,30305425957
paused,30305422957
paused,30305425117
paused,30305424637
paused,30305424037
paused,30305423917
paused,30305422837
paused,30305423557
paused,30305423437
paused,30305419957
paused,30305439157
paused,30305420557
paused,30305417797
paused,30305422477
paused,30305439397
paused,30305439517
paused,30305422237
paused,30305386717
paused,30305421637
paused,30305421517
paused,30305421157
paused,30305420437
paused,30305413237
paused,30305438557
paused,30305385877
paused,30305423077
paused,30305411797
paused,30305388037
paused,30305411677
active,30305411317
paused,30305385397
paused,30305410717
paused,30305410357
active,30305411917
paused,30305409877
active,30305408437
paused,30305421997
paused,30305421757
paused,30305421877
paused,30305411557
paused,30305421397
paused,30305420197
paused,30305413357
paused,30305412397
paused,30305411437
paused,30305411077
paused,30305410957
paused,30305410837
paused,30305409757
paused,30305409517
paused,30305408797
paused,30305388157
paused,30305386237
paused,30305439997
paused,30305439877
paused,30305439757
paused,30305439037
